"drug_name","strength","unit","form","default_route","aliases","category","usual_frequencies","default_dose","max_dose","notes"
"GUSELKUMAB","200 mg/2 mL","mg","Solution","","Tremfya PushPen 200mg/2ml solution for injection pre-filled pens","","","","",""
"GUSELKUMAB","200 mg/20 mL","mg","Solution","","Tremfya 200mg/20ml concentrate for solution for infusion vials","","","","",""
"HAEM ARGINATE","250 mg/10 mL","mg","Solution","","Normosang 250mg/10ml solution for infusion ampoules","","","","",""
"HAEMOPHILUS INFLUENZAE TYPE B WITH MENINGOCOCCAL GROUP C VACCINE","0.5 mL","mL","Powder","","Menitorix vaccine powder and solvent for solution for injection 0.5ml vials","","","","",""
"HALOPERIDOL","","","Oral Solution","Oral","Haloperidol 200micrograms/ml oral solution sugar free","","","","",""
"HALOPERIDOL","","","Tablets","Oral","Haloperidol 500microgram tablets","","","","",""
"HALOPERIDOL","1.5 mg","mg","Tablets","Oral","Haloperidol 1.5mg tablets","","","","",""
"HALOPERIDOL","10 mg","mg","Tablets","Oral","Haloperidol 10mg tablets","","","","",""
"HALOPERIDOL","10 mg/5 mL","mg","Oral Solution","Oral","Haloperidol 10mg/5ml oral solution sugar free","","","","",""
"HALOPERIDOL","2 mg","mg","Oral Solution","Oral","Haldol 2mg/ml oral solution","","","","",""
"HALOPERIDOL","5 mg","mg","Tablets","Oral","Haloperidol 5mg tablets","","","","",""
"HALOPERIDOL","5 mg/1 mL","mg","Solution","","Haloperidol 5mg/1ml solution for injection ampoules","","","","",""
"HALOPERIDOL","5 mg/5 mL","mg","Oral Solution","Oral","Haloperidol 5mg/5ml oral solution sugar free","","","","",""
"HALOPERIDOL DECANOATE","100 mg/1 mL","mg","Solution","","Haldol Decanoate 100mg/1ml solution for injection ampoules","","","","",""
"HALOPERIDOL DECANOATE","50 mg/1 mL","mg","Solution","","Haldol Decanoate 50mg/1ml solution for injection ampoules","","","","",""
"HEPARIN","1000 units/1 mL","units","Solution","","Heparin sodium 1,000units/1ml solution for injection ampoules","","","","",""
"HEPARIN","1000 units/500 mL","units","","","Heparin sodium 1,000units/500ml infusion Viaflex bags","","","","",""
"HEPARIN","10000 units/10 mL","units","Solution","","Heparin sodium 10,000units/10ml solution for injection ampoules","","","","",""
"HEPARIN","200 units/2 mL","units","Solution","","Heparin sodium 200units/2ml I.V. flush solution ampoules; Heparin sodium 200units/2ml patency solution ampoules","","","","",""
"HEPARIN","2000 units","units","","","Heparin sodium 2,000units/1litre infusion Viaflex bags","","","","",""
"HEPARIN","20000 units/20 mL","units","Solution","","Heparin sodium 20,000units/20ml solution for injection ampoules","","","","",""
"HEPARIN","25000 units/1 mL","units","Solution","","Heparin sodium 25,000units/1ml solution for injection ampoules","","","","",""
"HEPARIN","25000 units/5 mL","units","Solution","","Heparin sodium 25,000units/5ml solution for injection ampoules; Heparin sodium 25,000units/5ml solution for injection vials","","","","",""
"HEPARIN","50 units/5 mL","units","Solution","","Heparin sodium 50units/5ml I.V. flush solution ampoules; Heparin sodium 50units/5ml patency solution ampoules","","","","",""
"HEPARIN","500 units/500 mL","units","","","Heparin sodium 500units/500ml infusion Viaflex bags","","","","",""
"HEPARIN","5000 units","units","","","Heparin sodium 5,000units/1litre infusion Viaflex bags","","","","",""
"HEPARIN","5000 units/0.2 mL","units","Solution","","Heparin calcium 5,000units/0.2ml solution for injection ampoules; Heparin sodium 5,000units/0.2ml solution for injection ampoules","","","","",""
"HEPARIN","5000 units/1 mL","units","Solution","","Heparin sodium 5,000units/1ml solution for injection ampoules","","","","",""
"HEPARIN","5000 units/5 mL","units","Solution","","Heparin sodium 5,000units/5ml solution for injection ampoules; Heparin sodium 5,000units/5ml solution for injection vials","","","","",""
"HEPARINOID","","","Cream","Topical","Hirudoid 0.3% cream","","","","",""
"HEPARINOID","","","Gel","Topical","Hirudoid 0.3% gel","","","","",""
"HEPATITIS A AND B VACCINE","0.5 mL","mL","Oral Suspension","Oral","Twinrix Paediatric vaccine suspension for injection 0.5ml pre-filled syringes","","","","",""
"HEPATITIS A AND B VACCINE","1 mL","mL","Oral Suspension","Oral","Ambirix vaccine suspension for injection 1ml pre-filled syringes; Twinrix Adult vaccine suspension for injection 1ml pre-filled syringes","","","","",""
"HEPATITIS A VACCINE","0.5 mL","mL","Oral Suspension","Oral","Avaxim Junior vaccine suspension for injection 0.5ml pre-filled syringes; Avaxim vaccine suspension for injection 0.5ml pre-filled syringes; Havrix Junior Monodose vaccine suspension for injection 0.5ml pre-filled syringes; VAQTA Paediatric vaccine suspension for injection 0.5ml pre-filled syringes","","","","",""
"HEPATITIS A VACCINE","1 mL","mL","Oral Suspension","Oral","Havrix Monodose vaccine suspension for injection 1ml pre-filled syringes; VAQTA Adult vaccine suspension for injection 1ml pre-filled syringes","","","","",""
"HEPATITIS B IMMUNOGLOBULIN","500 units/1 mL","units","Solution","","Zutectra 500units/1ml solution for injection pre-filled syringes","","","","",""
"HEPATITIS B IMMUNOGLOBULIN","500 units/5 mL","units","Solution","","Hepatitis B immunoglobulin human 500units/5ml solution for injection vials","","","","",""
"HEPATITIS B IMMUNOGLOBULIN","5000 units/100 mL","units","Solution","","Hepatect CP 5000units/100ml solution for infusion vials; Omri-Hep-B 5000units/100ml solution for infusion vials","","","","",""
"HEPATITIS B VACCINE","0.5 mL","mL","Oral Suspension","Oral","HBVAXPRO 5micrograms/0.5ml vaccine suspension for injection pre-filled syringes; Engerix B 10micrograms/0.5ml vaccine suspension for injection pre-filled syringes; Fendrix 20micrograms/0.5ml vaccine suspension for injection pre-filled syringes","","","","",""
"HEPATITIS B VACCINE","1 mL","mL","Oral Suspension","Oral","HBVAXPRO 10micrograms/1ml vaccine suspension for injection pre-filled syringes; Engerix B 20micrograms/1ml vaccine suspension for injection pre-filled syringes; HBvaxPRO 40micrograms/1ml vaccine suspension for injection vials","","","","",""
"HERPES ZOSTER VACCINE RECOMBINANT ADJUVANTED","0.5 mL","mL","Powder","","Shingrix (Herpes Zoster) adjuvanted recombinant vaccine powder and suspension for suspension for injection 0.5ml vials","","","","",""
"HEXETIDINE","","","","","Oraldene 0.1% mouthwash peppermint","","","","",""
"HOUSE DUST MITE EXTRACTS","","","","","Acarizax 12 SQ-HDM oral lyophilisates","","","","",""
"HUMAN PAPILLOMAVIRUS VACCINE","0.5 mL","mL","Oral Suspension","Oral","Gardasil 9 vaccine suspension for injection 0.5ml pre-filled syringes","","","","",""
"HYALURONIDASE","","","Powder","","Hyaluronidase 1,500unit powder for solution for injection ampoules","","","","",""
"HYDRALAZINE HYDROCHLORIDE","10 mg","mg","Tablets","Oral","Apo-Hydralazine 10mg tablets","","","","",""
"HYDRALAZINE HYDROCHLORIDE","20 mg","mg","Powder","","Hydralazine 20mg powder for concentrate for solution for injection ampoules","","","","",""
"HYDRALAZINE HYDROCHLORIDE","25 mg","mg","Tablets","Oral","Hydralazine 25mg tablets","","","","",""
"HYDRALAZINE HYDROCHLORIDE","50 mg","mg","Tablets","Oral","Hydralazine 50mg tablets","","","","",""
"HYDROCORTISONE","","","Cream","Topical","Hydrocortisone 0.5% cream; Hc45 Hydrocortisone 1% cream; Hydrocortisone 1% cream; Hydrocortisone 2.5% cream","","","","",""
"HYDROCORTISONE","","","Ointment","Topical","Hydrocortisone 0.5% ointment; Hydrocortisone 1% ointment; Hydrocortisone 2.5% ointment","","","","",""
"HYDROCORTISONE","0.5 mg","mg","Capsules","Oral","Alkindi 0.5mg granules in capsules for opening","","","","",""
"HYDROCORTISONE","1 mg","mg","Capsules","Oral","Alkindi 1mg granules in capsules for opening","","","","",""
"HYDROCORTISONE","10 mg","mg","Capsules","Oral","Efmody 10mg modified-release capsules","","","","",""
"HYDROCORTISONE","10 mg","mg","Tablets","Oral","Hydrocortisone 10mg tablets; Hydventia 10mg tablets; Sontirco 10mg tablets; Hydrocortisone 10mg soluble tablets sugar free","","","","",""
"HYDROCORTISONE","10 mg/5 mL","mg","Oral Solution","Oral","Hydrocortisone 10mg/5ml oral solution sugar free","","","","",""
"HYDROCORTISONE","100 mg","mg","Powder","","Hydrocortisone sodium succinate 100mg powder for solution for injection vials; Hydrocortisone sodium succinate 100mg powder and solvent for solution for injection vials","","","","",""
"HYDROCORTISONE","100 mg/1 mL","mg","Solution","","Hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules","","","","",""
"HYDROCORTISONE","15 mg","mg","Tablets","Oral","Hydrocortisone 15mg tablets","","","","",""
"HYDROCORTISONE","2 mg","mg","Capsules","Oral","Alkindi 2mg granules in capsules for opening","","","","",""
"HYDROCORTISONE","2.5 mg","mg","Tablets","Oral","Hydrocortisone 2.5mg tablets","","","","",""
"HYDROCORTISONE","20 mg","mg","Tablets","Oral","Hydrocortisone 20mg tablets; Hydventia 20mg tablets; Sontirco 20mg tablets; Plenadren 20mg modified-release tablets","","","","",""
"HYDROCORTISONE","3.35 mg","mg","Drops","Ophthalmic/Otic","Softacort 3.35mg/ml eye drops 0.4ml unit dose","","","","",""
"HYDROCORTISONE","5 mg","mg","Capsules","Oral","Efmody 5mg modified-release capsules; Alkindi 5mg granules in capsules for opening","","","","",""
"HYDROCORTISONE","5 mg","mg","Tablets","Oral","Hydrocortisone 5mg tablets; Plenadren 5mg modified-release tablets","","","","",""
"HYDROCORTISONE","5 mg/5 mL","mg","Oral Solution","Oral","Hydrocortisone 5mg/5ml oral solution sugar free","","","","",""
"HYDROCORTISONE BUTYRATE","","","","","Locoid Crelo 0.1% topical emulsion; Locoid 0.1% scalp lotion","","","","",""
"HYDROCORTISONE BUTYRATE","","","Cream","Topical","Locoid 0.1% Lipocream; Locoid 0.1% cream","","","","",""
"HYDROCORTISONE BUTYRATE","","","Ointment","Topical","Locoid 0.1% ointment","","","","",""
"HYDROCORTISONE WITH BENZALKONIUM CHLORIDE DIMETICONE AND NYSTATIN","","","Cream","Topical","Timodine cream","","","","",""
"HYDROCORTISONE WITH CHLORHEXIDINE HYDROCHLORIDE AND NYSTATIN","","","Cream","Topical","Nystaform HC cream","","","","",""
"HYDROCORTISONE WITH CHLORHEXIDINE HYDROCHLORIDE AND NYSTATIN","","","Ointment","Topical","Nystaform HC ointment","","","","",""
"HYDROCORTISONE WITH CLOTRIMAZOLE","","","Cream","Topical","Canesten HC cream","","","","",""
"HYDROCORTISONE WITH FUSIDIC ACID","","","Cream","Topical","Fucidin H cream","","","","",""
"HYDROCORTISONE WITH LIDOCAINE","","","Ointment","Topical","Xyloproct 5%/0.275% ointment","","","","",""
"HYDROCORTISONE WITH MICONAZOLE","","","Cream","Topical","Daktacort Hydrocortisone cream","","","","",""
"HYDROCORTISONE WITH NEOMYCIN AND POLYMYXIN B SULFATE","","","Drops","Ophthalmic/Otic","Otosporin ear drops","","","","",""
"HYDROCORTISONE WITH OXYTETRACYCLINE","","","Ointment","Topical","Terra-Cortril ointment","","","","",""
"HYDROGEN PEROXIDE","","","","","Peroxyl 1.5% mouthwash","","","","",""
"HYDROGEN PEROXIDE","","","Cream","Topical","Crystacide 1% cream","","","","",""
"HYDROGEN PEROXIDE","","","Solution","","Hydrogen peroxide 3% solution","","","","",""
"HYDROMOL","2.5000000000000001E-2","","Cream","Topical","","","Four times daily","1","",""
"HYDROMORPHONE HYDROCHLORIDE","1.3 mg","mg","Capsules","Oral","Palladone 1.3mg capsules","","","","",""
"HYDROMORPHONE HYDROCHLORIDE","2 mg","mg","Modified Release Capsules","Oral","Palladone SR 2mg capsules","","","","",""
"HYDROMORPHONE HYDROCHLORIDE","4 mg","mg","Modified Release Capsules","Oral","Palladone SR 4mg capsules","","","","",""
"HYDROMORPHONE HYDROCHLORIDE","8 mg","mg","Modified Release Capsules","Oral","Palladone SR 8mg capsules","","","","",""
"HYDROXOCOBALAMIN","1 mg in 1mL","mg","Injection","Intramuscular","","","Every 12 weeks","1","",""
"HYDROXOCOBALAMIN","1 mg/1 mL","mg","Solution","","Hydroxocobalamin 1mg/1ml solution for injection ampoules","","","","",""
"HYDROXOCOBALAMIN","1 mL","mL","Solution","","Neo-Cytamen 1000micrograms/1ml solution for injection ampoules","","","","",""
"HYDROXOCOBALAMIN","10 mg/2 mL","mg","Solution","","Megamilbedoce 10mg/2ml solution for injection ampoules","","","","",""
"HYDROXOCOBALAMIN","5 g","g","Powder","","Cyanokit 5g powder for solution for infusion vials","","","","",""
"HYDROXOCOBALAMIN","5 mg/2 mL","mg","Solution","","Hepavit 5mg/2ml solution for injection ampoules","","","","",""
"HYDROXYCARBAMIDE","100 mg","mg","Oral Solution","Oral","Xromi 100mg/ml oral solution","","","","",""
"HYDROXYCARBAMIDE","100 mg","mg","Tablets","Oral","Siklos 100mg tablets","","","","",""
"HYDROXYCARBAMIDE","1000 mg","mg","Tablets","Oral","Siklos 1000mg tablets","","","","",""
"HYDROXYCARBAMIDE","300 mg","mg","Capsules","Oral","Droxia 300mg capsules","","","","",""
"HYDROXYCARBAMIDE","500 mg","mg","Capsules","Oral","Hydrea 500mg capsules; Hydroxycarbamide 500mg capsules","","","","",""
"HYDROXYCHLOROQUINE SULFATE","200 mg","mg","Tablets","Oral","Hydroxychloroquine 200mg tablets; Quinoric 200mg tablets","","","","",""
"HYDROXYCHLOROQUINE SULFATE","300 mg","mg","Tablets","Oral","Hydroxychloroquine 300mg tablets","","","","",""
"HYDROXYZINE HYDROCHLORIDE","10 mg","mg","Tablets","Oral","Hydroxyzine 10mg tablets","","","","",""
"HYDROXYZINE HYDROCHLORIDE","25 mg","mg","Tablets","Oral","Hydroxyzine 25mg tablets","","","","",""
"HYETELLOSE","0.5 mL","mL","Drops","Ophthalmic/Otic","Minims artificial tears 0.44% eye drops 0.5ml unit dose","","","","",""
"HYLO-NIGHT","","","Eye Ointment","BOTH Eyes","","","Each night","1","",""
"HYOSCINE BUTYLBROMIDE","10 mg","mg","Tablets","Oral","Buscopan 10mg tablets; Hyoscine butylbromide 10mg tablets; Sigmopan 10mg tablets","","Four times daily","10","",""
"HYOSCINE BUTYLBROMIDE","20 mg","mg","Tablets","Oral","Hyoscine butylbromide 20mg tablets","","","","",""
"HYOSCINE BUTYLBROMIDE","20 mg/1 mL","mg","Solution","","Buscopan 20mg/1ml solution for injection ampoules; Hyoscine butylbromide 20mg/1ml solution for injection ampoules","","","","",""
"HYOSCINE HYDROBROMIDE","","","Tablets","Oral","Kwells Kids 150microgram tablets; Kwells 300microgram tablets; Travel Calm 300microgram tablets","","","","",""
"HYOSCINE HYDROBROMIDE","1 mg","mg","Patch","Transdermal","Hyoscine 1mg/72hours transdermal patches","","","","",""
"HYOSCINE HYDROBROMIDE","1 mL","mL","Solution","","Hyoscine hydrobromide 400micrograms/1ml solution for injection ampoules; Hyoscine hydrobromide 600micrograms/1ml solution for injection ampoules","","","","",""
"HYPROMELLOSE","","","Drops","Ophthalmic/Otic","AacuLose Hypromellose 0.3% eye drops; AaproMel 0.3% eye drops; AddTear Hypromellose 0.3% eye drops preservative free; Hypromellose 0.3% eye drops; Hypromellose 0.3% eye drops preservative free; Hypromol 0.3% eye drops preservative free; Lumecare Hypromellose 0.3% eye drops; Mandanol eye drops; Ocu-Lube 0.3% eye drops preservative free; Ocufresh Hypromellose 0.3% eye drops; Ocufresh Hypromellose 0.3% eye drops preservative free; Ocufresh-C 0.3% eye drops; PF Drops Hypromellose 0.3% eye drops preservative free; Puroptics Hypromellose 0.3% eye drops; Tear-Lac Hypromellose 0.3% eye drops preservative free; Teardew 0.3% eye drops; Xailin Hydrate 0.3% eye drops; AacuLose Hypromellose 0.5% eye drops; AaproMel 0.5% eye drops; AddTear Hypromellose 0.5% eye drops preservative free; Puroptics Hypromellose 0.5% eye drops; Teardew 0.5% eye drops","","","","",""
"HYPROMELLOSE","0.4 mL","mL","Drops","Ophthalmic/Otic","Hydromoor 0.3% eye drops 0.4ml unit dose preservative free","","","","",""
"HYPROMELLOSE WITH DEXTRAN 70","","","Drops","Ophthalmic/Otic","Tears Naturale II eye drops","","","","",""
"IBANDRONIC ACID","150 mg","mg","Tablets","Oral","Bonviva 150mg tablets; Ibandronic acid 150mg tablets","","","","",""
"IBANDRONIC ACID","3 mg/3 mL","mg","Solution","","Bonviva 3mg/3ml solution for injection pre-filled syringes; Ibandronic acid 3mg/3ml solution for injection pre-filled syringes","","","","",""
"IBANDRONIC ACID","50 mg","mg","Tablets","Oral","Bondronat 50mg tablets; Ibandronic acid 50mg tablets","","","","",""
"IBANDRONIC ACID","6 mg/6 mL","mg","Solution","","Bondronat 6mg/6ml concentrate for solution for infusion vials; Ibandronic acid 6mg/6ml concentrate for solution for infusion vials","","","","",""
"IBRUTINIB SPECIALIST DRUG","140 mg","mg","Tablets","Oral","Imbruvica 140mg tablets","","","","",""
"IBRUTINIB SPECIALIST DRUG","280 mg","mg","Tablets","Oral","Imbruvica 280mg tablets","","","","",""
"IBRUTINIB SPECIALIST DRUG","420 mg","mg","Tablets","Oral","Imbruvica 420mg tablets","","","","",""
"IBRUTINIB SPECIALIST DRUG","560 mg","mg","Tablets","Oral","Imbruvica 560mg tablets","","","","",""
"IBUPROFEN","","","Gel","Topical","Ibugel 5% gel; Ibuleve 5% gel; Ibuprofen 5% gel; Phorpain 5% gel; Ibugel Forte 10% gel; Ibuprofen 10% gel","","","","",""
"IBUPROFEN","0.05","","Gel","Topical","","","Three times daily","1","",""
"IBUPROFEN","10 mg/2 mL","mg","Solution","","Pedea 10mg/2ml solution for infusion ampoules","","","","",""
"IBUPROFEN","100 mg","mg","Capsules","Oral","Nurofen for Children 100mg chewable capsules","","","","",""
"IBUPROFEN","100 mg in 5mL","mg","Oral Suspension","Oral","","","Three times daily","400","",""
"IBUPROFEN","100 mg/5 mL","mg","Oral Suspension","Oral","Ibuprofen 100mg/5ml oral suspension sugar free","","","","",""
"IBUPROFEN","20 mg/2 mL","mg","Solution","","NeoProfen 20mg/2ml solution for infusion vials","","","","",""
"IBUPROFEN","200 mg","mg","Capsules","Oral","Flarin 200mg capsules; Nurofen Express 200mg liquid capsules; Boots Ibuprofen Long Lasting 200mg capsules; Galprofen Long Lasting 200mg capsules","","","","",""
"IBUPROFEN","200 mg","mg","Tablets","Oral","Ibuprofen 200mg tablets; Nurofen Meltlets 200mg tablets","","","","",""
"IBUPROFEN","200 mg/5 mL","mg","Oral Suspension","Oral","Ibuprofen 200mg/5ml oral suspension sugar free; Ibuprofen Seven Plus Pain Relief 200mg/5ml oral suspension; Ibuprofen Twelve Plus Pain Relief 200mg/5ml oral suspension; Nurofen for Children 200mg/5ml oral suspension orange; Nurofen for Children 200mg/5ml oral suspension strawberry","","","","",""
"IBUPROFEN","200 mg/50 mL","mg","","","Ibuprofen 200mg/50ml infusion polyethylene bottles","","","","",""
